ID,착과량(int)
TEST_0000,239.71084261360966
TEST_0001,751.1849233041142
TEST_0002,157.43615429844502
TEST_0003,448.0029874951414
TEST_0004,722.449051573878
TEST_0005,264.8474175644948
TEST_0006,79.44296063571849
TEST_0007,45.475271646952365
TEST_0008,346.77031546615615
TEST_0009,214.20380439668597
TEST_0010,559.5804798449003
TEST_0011,747.5352768646101
TEST_0012,456.5148867623193
TEST_0013,388.1507378933866
TEST_0014,62.129411966363264
TEST_0015,126.44848522231192
TEST_0016,472.2024860902162
TEST_0017,444.74558100061313
TEST_0018,248.87767009295604
TEST_0019,565.5079364814512
TEST_0020,262.9800252611295
TEST_0021,360.51754824885893
TEST_0022,462.1237619882339
TEST_0023,238.0382499585814
TEST_0024,143.8736667395796
TEST_0025,654.5467914981921
TEST_0026,184.8536624904581
TEST_0027,763.815438029281
TEST_0028,607.09411553272
TEST_0029,446.22004663241205
TEST_0030,39.04629989760754
TEST_0031,560.7577404673614
TEST_0032,644.3881525702304
TEST_0033,533.3689648303268
TEST_0034,543.5891400085548
TEST_0035,348.35701092466127
TEST_0036,235.67281807723748
TEST_0037,648.0995464483326
TEST_0038,16.519903267446516
TEST_0039,437.46694650494953
TEST_0040,362.8336048984214
TEST_0041,137.62693245344056
TEST_0042,720.5092084456078
TEST_0043,63.56749870952717
TEST_0044,598.8922243771401
TEST_0045,329.8204116331205
TEST_0046,744.151378000853
TEST_0047,488.83525152311773
TEST_0048,342.32329535353074
TEST_0049,448.7376566561161
TEST_0050,549.3148490572025
TEST_0051,648.379531281103
TEST_0052,412.34032266295367
TEST_0053,464.3794746478023
TEST_0054,362.6245686633162
TEST_0055,164.28773248663248
TEST_0056,737.0656272809977
TEST_0057,528.8534866775755
TEST_0058,557.0557466742885
TEST_0059,541.1883922984246
TEST_0060,455.28189506152273
TEST_0061,44.485661312265904
TEST_0062,546.267228654583
TEST_0063,337.93169781247775
TEST_0064,516.8136017359275
TEST_0065,331.12907308910815
TEST_0066,445.5899657275819
TEST_0067,450.7403964501236
TEST_0068,147.83884777248574
TEST_0069,661.8993831767641
TEST_0070,749.1387753200061
TEST_0071,739.8799889259244
TEST_0072,650.3769102660895
TEST_0073,246.4188075240194
TEST_0074,144.22023487192524
TEST_0075,252.6119963631283
TEST_0076,129.96109374689723
TEST_0077,642.6532954987445
TEST_0078,741.3220150066346
TEST_0079,327.4808292726162
TEST_0080,257.9742363492147
TEST_0081,52.004487335812065
TEST_0082,47.43020116154388
TEST_0083,659.645047538789
TEST_0084,643.6217216041174
TEST_0085,487.5291096805838
TEST_0086,258.8808564551799
TEST_0087,352.3345632812639
TEST_0088,81.72146183453006
TEST_0089,143.831118273018
TEST_0090,66.01747028507819
TEST_0091,385.7155864634291
TEST_0092,546.8637804705262
TEST_0093,522.4297521132607
TEST_0094,550.8779815769556
TEST_0095,358.8335237741294
TEST_0096,242.49738203404002
TEST_0097,244.80522165416693
TEST_0098,198.5603289818083
TEST_0099,648.8653952681384
TEST_0100,699.2911697154466
TEST_0101,254.2484995416636
TEST_0102,423.30535655870324
TEST_0103,543.7725796713988
TEST_0104,245.45835669621243
TEST_0105,758.2103766874613
TEST_0106,132.28817461604882
TEST_0107,56.47032196881098
TEST_0108,443.75019250039736
TEST_0109,240.97571388117947
TEST_0110,663.1898055868069
TEST_0111,334.55299970054034
TEST_0112,604.331551890254
