ID,착과량(int)
TEST_0000,237.13127345876887
TEST_0001,749.7200013761096
TEST_0002,156.10478907940032
TEST_0003,449.4053825907455
TEST_0004,713.0004252173029
TEST_0005,268.45920719535815
TEST_0006,80.30132037481727
TEST_0007,45.808768918300714
TEST_0008,347.77236676932415
TEST_0009,222.23095417681682
TEST_0010,559.2103439360596
TEST_0011,744.7882980204467
TEST_0012,452.5878254680575
TEST_0013,384.55420428709994
TEST_0014,58.90307443926167
TEST_0015,132.023060550828
TEST_0016,464.84930695105857
TEST_0017,437.64537682232617
TEST_0018,244.4146760857234
TEST_0019,566.3895168881118
TEST_0020,261.1386839311494
TEST_0021,358.2695276760412
TEST_0022,456.62188677044014
TEST_0023,238.88126868741745
TEST_0024,143.89084840161533
TEST_0025,651.5155208584929
TEST_0026,186.31424414503374
TEST_0027,759.3033207908367
TEST_0028,610.1206746361543
TEST_0029,445.1392709301701
TEST_0030,38.07858667225026
TEST_0031,564.3534470675706
TEST_0032,644.6359105644837
TEST_0033,531.6567559597376
TEST_0034,546.6895251352735
TEST_0035,343.1946822111702
TEST_0036,235.98656422632857
TEST_0037,651.6939377249208
TEST_0038,17.5895650547828
TEST_0039,440.6989747473925
TEST_0040,369.3237291624567
TEST_0041,141.13040896733148
TEST_0042,719.3125899577544
TEST_0043,68.45448089426553
TEST_0044,596.2955416270927
TEST_0045,332.69088621305184
TEST_0046,743.5864442931272
TEST_0047,484.0586292793869
TEST_0048,345.37054843219494
TEST_0049,446.3219438270758
TEST_0050,553.5458793877146
TEST_0051,650.4731320507748
TEST_0052,406.03491311323927
TEST_0053,458.24343445766357
TEST_0054,362.1806884389907
TEST_0055,162.93530850869863
TEST_0056,735.9020788952525
TEST_0057,529.908985353713
TEST_0058,557.2790960250353
TEST_0059,536.9448458666651
TEST_0060,455.6439816146733
TEST_0061,42.968429863969945
TEST_0062,545.3534388053438
TEST_0063,340.01949157102655
TEST_0064,511.1717804828525
TEST_0065,335.1394014077905
TEST_0066,446.7592014081158
TEST_0067,453.7908602217043
TEST_0068,149.42485119057295
