ID,착과량(int)
TEST_0000,239.919977314182
TEST_0001,751.0678101609956
TEST_0002,155.87731790332435
TEST_0003,449.96906125568546
TEST_0004,712.4393098470562
TEST_0005,268.9828559570809
TEST_0006,77.60804833901375
TEST_0007,44.990539047315096
TEST_0008,346.5908139465155
TEST_0009,219.83989686466253
TEST_0010,554.7796831248751
TEST_0011,746.9147835317522
TEST_0012,449.7400195448894
TEST_0013,376.5043113058133
TEST_0014,60.05686767998236
TEST_0015,129.75019437136888
TEST_0016,474.5213920941276
TEST_0017,434.92421500243756
TEST_0018,247.25467188561976
TEST_0019,560.3177696580534
TEST_0020,260.08877692734103
TEST_0021,362.94428786494234
TEST_0022,458.46654658682615
TEST_0023,237.13599823955715
TEST_0024,144.88911130144402
TEST_0025,649.5645199941844
TEST_0026,183.33128667607417
TEST_0027,760.3462609254393
TEST_0028,602.8015367181042
TEST_0029,444.29890843593597
TEST_0030,36.62951655907557
TEST_0031,564.8729915584049
TEST_0032,646.2076480509243
TEST_0033,533.4730724797732
TEST_0034,547.4186041096485
TEST_0035,345.41577146642896
TEST_0036,235.86684693547824
TEST_0037,648.6045350561967
TEST_0038,17.289683690263608
TEST_0039,440.8988368521402
TEST_0040,370.1662704186795
TEST_0041,137.270336897238
TEST_0042,728.2904514503699
TEST_0043,71.67100623085935
TEST_0044,599.9811562403263
TEST_0045,329.8754379414207
TEST_0046,742.6888421283703
TEST_0047,495.29304524366387
TEST_0048,344.9590161104685
TEST_0049,448.3774504804574
TEST_0050,552.3323528334611
TEST_0051,647.5519757403684
TEST_0052,406.0900162588373
TEST_0053,455.9831352343217
TEST_0054,359.03556298676
TEST_0055,157.80547120068667
TEST_0056,742.91351586107
TEST_0057,530.4390738736006
TEST_0058,556.7952835105477
TEST_0059,542.5315521204525
TEST_0060,457.59503972544104
TEST_0061,44.80452696792008
TEST_0062,542.5415459287608
TEST_0063,343.8080269067238
TEST_0064,518.7843500989181
TEST_0065,333.70414867178533
TEST_0066,449.01793293825904
TEST_0067,456.13960951574586
TEST_0068,148.00966045582814
TEST_0069,663.442991314772
TEST_0070,748.1173802542733
TEST_0071,741.5134953252973
TEST_0072,649.9983330756363
TEST_0073,244.9309808915586
TEST_0074,141.23477096838616
TEST_0075,251.06136152085176
TEST_0076,132.093424155813
TEST_0077,643.0235531903393
TEST_0078,735.4163911228989
TEST_0079,328.72769790055844
TEST_0080,250.9406716308977
TEST_0081,49.10598233847273
TEST_0082,44.66276043607766
TEST_0083,655.9575906831121
TEST_0084,638.0189669464307
TEST_0085,487.2213123022233
TEST_0086,259.15241871368926
TEST_0087,353.2389027930718
TEST_0088,69.01550216623868
TEST_0089,138.43520007806416
TEST_0090,63.34457162315951
TEST_0091,388.1840768381651
TEST_0092,541.7187987219992
TEST_0093,529.0968036831031
TEST_0094,548.7137093239867
TEST_0095,355.92432769566585
TEST_0096,247.8136848023646
TEST_0097,243.09849012632932
TEST_0098,214.102107930796
TEST_0099,638.8662498462384
TEST_0100,689.6019680790523
TEST_0101,249.11998029084506
TEST_0102,432.3367373132293
TEST_0103,544.7760138230498
TEST_0104,232.30452940517443
TEST_0105,754.0954822417511
TEST_0106,131.65708369901614
TEST_0107,59.56809757538403
TEST_0108,444.6927640202277
TEST_0109,240.13583607675332
TEST_0110,656.0935656459145
TEST_0111,344.3359621848348
TEST_0112,603.0312062400403
TEST_0113,455.7763903982974
TEST_0114,694.873266037265
TEST_0115,165.4189162662082
TEST_0116,650.5091781938529
TEST_0117,656.3240724974343
TEST_0118,339.7429783301134
TEST_0119,488.94962538943753
TEST_0120,171.8045743326962
TEST_0121,446.11554355464403
TEST_0122,337.60279513424155
TEST_0123,547.8577333201404
TEST_0124,731.7212075214966
TEST_0125,553.5021204382399
TEST_0126,268.84026755142975
TEST_0127,578.876230907257
TEST_0128,529.6702534031415
TEST_0129,339.96671589037
TEST_0130,46.331693863529864
TEST_0131,244.4026920111819
TEST_0132,483.5738985786697
TEST_0133,342.85250773340294
TEST_0134,108.10841656748087
TEST_0135,249.02142080820863
TEST_0136,788.1367766922087
TEST_0137,264.60688521414943
TEST_0138,168.78169718942684
TEST_0139,536.6687217420942
TEST_0140,748.8407073669978
TEST_0141,747.6314648483747
TEST_0142,230.49873217295607
TEST_0143,444.05017630280537
TEST_0144,45.037657794733434
TEST_0145,554.576022080161
TEST_0146,260.18920126337224
TEST_0147,154.97821654068923
TEST_0148,147.21760361023368
TEST_0149,389.82873877511236
TEST_0150,575.8413887938941
TEST_0151,639.1199651592914
TEST_0152,744.9156626471345
TEST_0153,167.34102538838127
TEST_0154,548.724679564273
TEST_0155,756.9986240381128
TEST_0156,511.56623642637715
TEST_0157,334.1279590658654
TEST_0158,159.3306231884721
TEST_0159,242.53708970495745
TEST_0160,538.3322020339701
TEST_0161,238.91459339678246
TEST_0162,222.5530765773934
TEST_0163,23.21832836576315
TEST_0164,551.6222887837592
TEST_0165,558.4083981477833
TEST_0166,578.0885179218183
TEST_0167,649.9046965226715
TEST_0168,538.9450524246279
TEST_0169,374.13130897685596
TEST_0170,658.3436222416938
TEST_0171,538.342542137578
TEST_0172,463.240913902423
TEST_0173,250.89814565183605
TEST_0174,729.8506454021026
TEST_0175,147.86477878607866
TEST_0176,265.1587060303599
TEST_0177,356.98680698898033
TEST_0178,136.95735164758344
TEST_0179,331.8432695210051
TEST_0180,264.56047135885956
TEST_0181,356.93942220384133
TEST_0182,454.6704221807129
TEST_0183,245.35365557882488
TEST_0184,747.334941759387
TEST_0185,546.0235627838917
TEST_0186,342.674554624027
TEST_0187,650.2525226672326
TEST_0188,641.4258785849953
TEST_0189,243.5340897912531
TEST_0190,641.4141282094672
TEST_0191,142.64587053618487
TEST_0192,352.8293399435885
TEST_0193,645.9928146333757
TEST_0194,637.2208016670268
TEST_0195,742.5921749234603
TEST_0196,245.43722895914954
TEST_0197,80.71470695387006
TEST_0198,242.45740972026505
TEST_0199,18.802556167678414
TEST_0200,169.92817861062855
TEST_0201,334.9390099936221
TEST_0202,257.1085810320038
TEST_0203,140.43335951439084
TEST_0204,455.99453383758544
TEST_0205,335.49098807438116
TEST_0206,56.519876103675344
TEST_0207,290.10051376146805
TEST_0208,262.73265449341176
TEST_0209,444.4786303681005
TEST_0210,449.4318459388426
TEST_0211,161.40612263418313
TEST_0212,255.67960204488875
TEST_0213,546.7599371679923
