ID,착과량(int)
TEST_0000,233.97756960335573
TEST_0001,747.2821925912236
TEST_0002,157.97226025547627
TEST_0003,451.98670392580544
TEST_0004,715.2615405875499
TEST_0005,269.7255584336354
TEST_0006,83.4995924106208
TEST_0007,46.736998789286346
TEST_0008,347.7639195921327
TEST_0009,221.2520114889711
TEST_0010,561.6160047472441
TEST_0011,741.4568125091413
TEST_0012,455.3806313912255
TEST_0013,388.13909726838654
TEST_0014,58.154281198540986
TEST_0015,132.9342600636205
TEST_0016,455.4922218079896
TEST_0017,444.62653864221465
TEST_0018,244.95468028582715
TEST_0019,570.47626411817
TEST_0020,259.5035909349577
TEST_0021,352.3147674871401
TEST_0022,455.1772269540542
TEST_0023,242.52153913527775
TEST_0024,141.37758550178665
TEST_0025,650.9715217228014
TEST_0026,185.25720161399326
TEST_0027,758.7653806562341
TEST_0028,614.4898125542043
TEST_0029,446.7246334244042
TEST_0030,38.77265678542494
TEST_0031,560.5439025767364
TEST_0032,644.3691730780431
TEST_0033,529.7354394397018
TEST_0034,544.8254461608985
TEST_0035,344.2735929559112
TEST_0036,236.7162815171789
TEST_0037,649.948340393645
TEST_0038,17.339446419301986
TEST_0039,439.35411264264485
TEST_0040,366.43118790623384
TEST_0041,141.72548103742494
TEST_0042,711.3597284651389
TEST_0043,63.15795555767167
TEST_0044,594.699927013859
TEST_0045,332.326334484683
TEST_0046,743.5290464578843
TEST_0047,476.98421331510986
TEST_0048,344.05708075392135
TEST_0049,445.05643717369423
TEST_0050,551.209405941968
TEST_0051,649.9242883611812
TEST_0052,407.69980996764116
TEST_0053,460.9087336810054
TEST_0054,364.8555079943709
TEST_0055,166.8751458167106
TEST_0056,729.7406419294352
TEST_0057,529.2038968338255
TEST_0058,560.4329085395228
TEST_0059,537.2681396128778
TEST_0060,455.5979235039056
TEST_0061,41.29233276001982
TEST_0062,544.5603316819269
TEST_0063,339.7509562353293
TEST_0064,507.8492108667869
TEST_0065,336.0146541437956
TEST_0066,447.27546987797257
TEST_0067,452.78711092766275
TEST_0068,153.0400419253178
TEST_0069,664.3090218486391
TEST_0070,739.2558773707873
TEST_0071,742.902852087508
TEST_0072,646.871533068824
TEST_0073,244.51311996298426
TEST_0074,135.64703205210105
TEST_0075,256.79599508139006
TEST_0076,132.9682311980691
TEST_0077,647.5317281159321
TEST_0078,735.6050923992127
TEST_0079,332.96177653824117
TEST_0080,256.75648305331623
TEST_0081,51.25898257506988
TEST_0082,47.891453357861664
TEST_0083,650.5064489059764
TEST_0084,643.243163254508
TEST_0085,497.45600604288853
TEST_0086,253.34056958994555
TEST_0087,351.89010405274826
TEST_0088,75.59897983990115
TEST_0089,136.55822551178755
TEST_0090,68.39482608952153
TEST_0091,375.9366197886244
TEST_0092,537.6885326677918
TEST_0093,530.2662377089639
TEST_0094,547.646637582815
TEST_0095,356.3792690133872
TEST_0096,243.09931074497752
TEST_0097,244.33456430553414
TEST_0098,212.67430542223798
TEST_0099,643.0570529829822
TEST_0100,689.5775173716964
TEST_0101,254.32952920474952
TEST_0102,412.24740856065637
TEST_0103,546.4336783042113
TEST_0104,237.94987036808743
TEST_0105,759.4572431425395
TEST_0106,138.76950121516995
TEST_0107,58.166669396179145
TEST_0108,446.17108727578795
TEST_0109,242.28017433039824
TEST_0110,658.3286703329006
TEST_0111,339.5139024105014
TEST_0112,606.0888982778062
TEST_0113,457.12261965396675
TEST_0114,692.1363859731657
TEST_0115,159.36364006015498
TEST_0116,651.2781751587568
TEST_0117,652.8299373562422
TEST_0118,339.9520139280274
TEST_0119,483.2207568619008
TEST_0120,169.4538431636595
TEST_0121,445.3905122901121
TEST_0122,337.81628958758625
TEST_0123,556.3332805553443
TEST_0124,731.6294751254068
TEST_0125,547.6355077227879
TEST_0126,272.0502227771969
TEST_0127,571.7952960102527
TEST_0128,530.7698893572458
TEST_0129,343.7689006720905
TEST_0130,47.429208991054566
TEST_0131,240.9778176338003
TEST_0132,475.7181256970798
TEST_0133,345.62780155334747
TEST_0134,108.85583486419743
TEST_0135,248.2300492807051
TEST_0136,780.0130459439085
TEST_0137,266.06128835843657
TEST_0138,166.97045885617615
TEST_0139,534.4252455335782
TEST_0140,742.4954319622777
TEST_0141,744.7781584451543
TEST_0142,240.75329421915626
TEST_0143,445.83456276265724
TEST_0144,46.552775518084935
TEST_0145,551.8728474739794
TEST_0146,258.27152433315644
TEST_0147,151.2965577240806
TEST_0148,150.43458613547784
TEST_0149,390.21555923530894
TEST_0150,576.4360164366694
TEST_0151,641.7788392452305
TEST_0152,742.760004980965
TEST_0153,167.52337472876053
TEST_0154,542.7507712768443
TEST_0155,752.6509579395586
TEST_0156,513.0326033697929
TEST_0157,332.88755000028664
TEST_0158,154.64886163332488
TEST_0159,248.5740737234944
TEST_0160,541.3577702636479
TEST_0161,239.2144733921623
TEST_0162,230.4391813456485
TEST_0163,23.98163308088884
TEST_0164,544.2004126623389
TEST_0165,553.6838131593702
TEST_0166,581.7392371483003
TEST_0167,644.832916216923
TEST_0168,540.7969431125025
TEST_0169,368.58613529271247
TEST_0170,659.1344877039901
TEST_0171,543.1346610158375
TEST_0172,466.20893155475244
TEST_0173,238.92890842551313
TEST_0174,715.036271974639
TEST_0175,143.53618797038598
TEST_0176,266.8949916450242
TEST_0177,356.4756586634045
TEST_0178,135.1894185425636
TEST_0179,332.02858842780216
TEST_0180,265.21496010376063
TEST_0181,355.0722564436835
TEST_0182,450.6893765984776
TEST_0183,245.10593601462472
TEST_0184,734.5513573318276
TEST_0185,540.828397518558
TEST_0186,343.1319662641308
TEST_0187,649.8648487543749
TEST_0188,644.8774763576882
TEST_0189,246.69837329903044
TEST_0190,647.2939585431855
TEST_0191,143.6235760496392
TEST_0192,352.3433705158702
TEST_0193,643.3940525990913
TEST_0194,639.2612726735945
TEST_0195,740.4140574926976
TEST_0196,241.87663144511356
TEST_0197,64.41849487276772
TEST_0198,239.88561618988047
TEST_0199,19.39469878700539
TEST_0200,171.0884764519816
TEST_0201,334.71527563639853
TEST_0202,257.8498129828266
TEST_0203,142.9879675155874
TEST_0204,451.5141289023712
TEST_0205,332.24507383060626
